Youtuber,subscribers,video views,uploads,category,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Unemployment rate,Population,Urban_population,created_year,average_yearly_earnings,average_monthly_earnings
T-Series,245000000,228000000000.0,20082,Music,India,IN,564600.0,9000000.0,6800000.0,108400000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,57600000.0,4782300.0
YouTube Movies,170000000,0.0,1,Film & Animation,United States,US,0.0,0.05,0.04,0.58,88.2,14.7,328239523.0,270663028.0,2006.0,0.31,0.025
MrBeast,166000000,28368841870.0,741,Entertainment,United States,US,337000.0,5400000.0,4000000.0,64700000.0,88.2,14.7,328239523.0,270663028.0,2012.0,34350000.0,2868500.0
Cocomelon - Nursery Rhymes,162000000,164000000000.0,966,Education,United States,US,493800.0,7900000.0,5900000.0,94800000.0,88.2,14.7,328239523.0,270663028.0,2006.0,50350000.0,4196900.0
SET India,159000000,148000000000.0,116536,Shows,India,IN,455900.0,7300000.0,5500000.0,87500000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,46500000.0,3877950.0
ýýý Kids Diana Show,112000000,93247040539.0,1111,People & Blogs,United States,US,182900.0,2900000.0,2200000.0,35100000.0,88.2,14.7,328239523.0,270663028.0,2015.0,18650000.0,1541450.0
PewDiePie,111000000,29058044447.0,4716,Gaming,Japan,JP,9800.0,156700.0,117600.0,1900000.0,63.2,2.29,126226568.0,115782416.0,2010.0,1008800.0,83250.0
Like Nastya,106000000,90479060027.0,493,People & Blogs,Russia,RU,12200.0,195800.0,146800.0,2300000.0,81.9,4.59,144373535.0,107683889.0,2016.0,1223400.0,104000.0
Vlad and Niki,98900000,77180169894.0,574,Entertainment,United States,US,145100.0,2300000.0,1700000.0,27900000.0,88.2,14.7,328239523.0,270663028.0,2018.0,14800000.0,1222550.0
Zee Music Company,96700000,57856289381.0,8548,Music,India,IN,200900.0,3200000.0,2400000.0,38600000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,20500000.0,1700450.0
WWE,96000000,77428473662.0,70127,Sports,United States,US,178700.0,2900000.0,2100000.0,34300000.0,88.2,14.7,328239523.0,270663028.0,2007.0,18200000.0,1539350.0
BLACKPINK,89800000,32144597566.0,543,People & Blogs,South Korea,KR,124700.0,2000000.0,1500000.0,23900000.0,94.3,4.15,51709098.0,42106719.0,2016.0,12700000.0,1062350.0
Sony SAB,83000000,101000000000.0,71270,Shows,India,IN,414300.0,6600000.0,5000000.0,79600000.0,28.1,5.36,1366417754.0,471031528.0,2007.0,42300000.0,3507150.0
5-Minute Crafts,80100000,26236790209.0,1,Howto & Style,United Kingdom,GB,0.0,0.0,0.0,0.05,60.0,3.85,66834405.0,55908316.0,2020.0,0.025,0.0
BANGTANTV,75600000,20826993957.0,2281,Music,South Korea,KR,42100.0,673200.0,504900.0,8100000.0,94.3,4.15,51709098.0,42106719.0,2012.0,4302450.0,357650.0
Sports,75000000,0.0,3,Sports,United States,US,0.0,0.06,0.05,0.77,88.2,14.7,328239523.0,270663028.0,2006.0,0.41000000000000003,0.03
Justin Bieber,71600000,30608119724.0,249,Music,Canada,CA,44100.0,705300.0,529000.0,8500000.0,68.9,5.56,36991981.0,30628482.0,2007.0,4514500.0,374700.0
HYBE LABELS,71300000,28634566938.0,1337,Music,South Korea,KR,149500.0,2400000.0,1800000.0,28700000.0,94.3,4.15,51709098.0,42106719.0,2008.0,15250000.0,1274750.0
Zee TV,70500000,73139054467.0,129204,Entertainment,India,IN,426800.0,6800000.0,5100000.0,81900000.0,28.1,5.36,1366417754.0,471031528.0,2005.0,43500000.0,3613400.0
Pinkfong Baby Shark - Kids' Songs & Stories,68200000,38843229963.0,2865,Education,United States,US,118300.0,1900000.0,1400000.0,22700000.0,88.2,14.7,328239523.0,270663028.0,2011.0,12050000.0,1009150.0
Canal KondZilla,66500000,36775585925.0,2572,Music,Brazil,BR,0.0,0.0,0.0,0.0,51.3,12.08,212559417.0,183241641.0,2012.0,0.0,0.0
ChuChu TV Nursery Rhymes & Kids Songs,65900000,45757850229.0,633,Education,India,IN,105100.0,1700000.0,1300000.0,20200000.0,28.1,5.36,1366417754.0,471031528.0,2013.0,10750000.0,902550.0
Shemaroo Filmi Gaane,65600000,28648024439.0,8502,Music,India,IN,63700.0,1000000.0,764900.0,12200000.0,28.1,5.36,1366417754.0,471031528.0,2010.0,6482450.0,531850.0
Colors TV,64600000,61510906457.0,112915,Shows,India,IN,296900.0,4800000.0,3600000.0,57000000.0,28.1,5.36,1366417754.0,471031528.0,2008.0,30300000.0,2548450.0
T-Series Bhakti Sagar,61000000,29533230328.0,13,Music,India,IN,0.0,0.04,0.03,0.48,28.1,5.36,1366417754.0,471031528.0,2018.0,0.255,0.02
Dude Perfect,59500000,16241549158.0,389,Sports,United States,US,35300.0,564800.0,423600.0,6800000.0,88.2,14.7,328239523.0,270663028.0,2009.0,3611800.0,300050.0
Movieclips,59500000,59316472754.0,39113,Film & Animation,United States,US,28700.0,458700.0,344000.0,5500000.0,88.2,14.7,328239523.0,270663028.0,2006.0,2922000.0,243700.0
Tips Official,59300000,33431802698.0,4741,Music,India,IN,105700.0,1700000.0,1300000.0,20300000.0,28.1,5.36,1366417754.0,471031528.0,2007.0,10800000.0,902850.0
El Reino Infantil,58400000,57271630846.0,1510,Music,Argentina,AR,153000.0,2400000.0,1800000.0,29400000.0,90.0,9.79,44938712.0,41339571.0,2011.0,15600000.0,1276500.0
Wave Music,58000000,40602020243.0,19487,Music,India,IN,58000.0,928100.0,696100.0,11100000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,5898050.0,493050.0
Aaj Tak,57600000,25307753534.0,283775,News & Politics,India,IN,115300.0,1800000.0,1400000.0,22100000.0,28.1,5.36,1366417754.0,471031528.0,2009.0,11750000.0,957650.0
Sony Music India,57200000,28837144516.0,3882,Music,India,IN,64800.0,1000000.0,777900.0,12400000.0,28.1,5.36,1366417754.0,471031528.0,2009.0,6588950.0,532400.0
EminemMusic,56900000,27073872856.0,156,Music,United States,US,65000.0,1000000.0,780600.0,12500000.0,88.2,14.7,328239523.0,270663028.0,2007.0,6640300.0,532500.0
Marshmello,56400000,14696003229.0,436,Entertainment,United States,US,28000.0,448400.0,336300.0,5400000.0,88.2,14.7,328239523.0,270663028.0,2015.0,2868150.0,238200.0
YRF,54600000,35302243691.0,3707,Film & Animation,India,IN,128000.0,2000000.0,1500000.0,24600000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,13050000.0,1064000.0
Ed Sheeran,53500000,30367676736.0,383,Music,United Kingdom,GB,50700.0,810900.0,608200.0,9700000.0,60.0,3.85,66834405.0,55908316.0,2006.0,5154100.0,430800.0
Infobells - Hindi,53300000,30516172739.0,577,Education,India,IN,204000.0,3300000.0,2400000.0,39200000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,20800000.0,1752000.0
Taylor Swift,52900000,29884657286.0,216,Music,United States,US,132100.0,2100000.0,1600000.0,25400000.0,88.2,14.7,328239523.0,270663028.0,2006.0,13500000.0,1116050.0
Ariana Grande,52700000,24004842608.0,147,Music,United States,US,40100.0,640900.0,480600.0,7700000.0,88.2,14.7,328239523.0,270663028.0,2007.0,4090300.0,340500.0
BillionSurpriseToys  - Nursery Rhymes & Cartoons,52200000,9877365274.0,847,Education,United States,US,66700.0,1100000.0,800200.0,12800000.0,88.2,14.7,328239523.0,270663028.0,2013.0,6800100.0,583350.0
JuegaGerman,48100000,14631710289.0,2052,Gaming,Chile,CL,16600.0,265600.0,199200.0,3200000.0,88.5,7.09,18952038.0,16610135.0,2013.0,1699600.0,141100.0
Billie Eilish,47900000,13626331061.0,65,Music,United States,US,36700.0,587400.0,440600.0,7000000.0,88.2,14.7,328239523.0,270663028.0,2013.0,3720300.0,312050.0
Get Movies,47500000,30788679536.0,3322,Entertainment,Russia,RU,76600.0,1200000.0,919600.0,14700000.0,81.9,4.59,144373535.0,107683889.0,2006.0,7809800.0,638300.0
Shemaroo,47400000,22519705183.0,11451,Entertainment,India,IN,58200.0,931000.0,698200.0,11200000.0,28.1,5.36,1366417754.0,471031528.0,2007.0,5949100.0,494600.0
SonyMusicIndiaVEVO,46600000,27286058807.0,3444,Music,United States,US,78600.0,1300000.0,943500.0,15100000.0,88.2,14.7,328239523.0,270663028.0,2009.0,8021750.0,689300.0
A4,46300000,22936630813.0,1,Gaming,Cuba,CU,0.02,0.38,0.28,5.0,41.4,1.64,11333483.0,8739135.0,2006.0,2.64,0.2
Fernanfloo,46100000,10323391593.0,543,Gaming,El Salvador,SV,8500.0,135400.0,101500.0,1600000.0,29.4,4.11,6453553.0,4694702.0,2011.0,850750.0,71950.0
Voot Kids,45500000,21388725229.0,4660,Entertainment,India,IN,58500.0,936000.0,702000.0,11200000.0,28.1,5.36,1366417754.0,471031528.0,2016.0,5951000.0,497250.0
Felipe Neto,45200000,16602198273.0,4331,Entertainment,Brazil,BR,32600.0,521400.0,391100.0,6300000.0,51.3,12.08,212559417.0,183241641.0,2006.0,3345550.0,277000.0
Vocï¿½ï¿½ï¿½,44700000,7828610828.0,1558,Entertainment,Brazil,BR,12000.0,192100.0,144100.0,2300000.0,51.3,12.08,212559417.0,183241641.0,2013.0,1222050.0,102050.0
HAR PAL GEO,44600000,41139050371.0,100755,Entertainment,Pakistan,PK,334300.0,5300000.0,4000000.0,64200000.0,9.0,4.45,216565318.0,79927762.0,2008.0,34100000.0,2817150.0
Katy Perry,44200000,25458952022.0,128,Music,United States,US,33600.0,537000.0,402700.0,6400000.0,88.2,14.7,328239523.0,270663028.0,2008.0,3401350.0,285300.0
whinderssonnunes,44200000,4274709210.0,558,Comedy,Brazil,BR,6700.0,106700.0,80100.0,1300000.0,51.3,12.08,212559417.0,183241641.0,2013.0,690050.0,56700.0
ABS-CBN Entertainment,44200000,50292540392.0,193890,People & Blogs,Philippines,PH,44200.0,706500.0,529900.0,8500000.0,35.5,2.15,108116615.0,50975903.0,2008.0,4514950.0,375350.0
Alan Walker,43700000,12884264778.0,8,Music,Thailand,TH,0.01,0.09,0.07,1.0,49.3,0.75,69625582.0,35294600.0,2006.0,0.535,0.049999999999999996
Shakira,43500000,27568757295.0,326,People & Blogs,Colombia,CO,88400.0,1400000.0,1100000.0,17000000.0,55.3,9.71,50339443.0,40827302.0,2005.0,9050000.0,744200.0
ýýýýýýýý ýý ýýýýýýýýýýýýýý,43200000,36458726976.0,1478,Film & Animation,Russia,RU,75900.0,1200000.0,911300.0,14600000.0,81.9,4.59,144373535.0,107683889.0,2011.0,7755650.0,637950.0
ARY Digital HD,43200000,37939780685.0,109871,Entertainment,Pakistan,PK,287300.0,4600000.0,3400000.0,55200000.0,9.0,4.45,216565318.0,79927762.0,2016.0,29300000.0,2443650.0
Speed Records,42500000,26820902622.0,10938,Music,India,IN,39900.0,639000.0,479300.0,7700000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,4089650.0,339450.0
Masha and The Bear,42400000,24519022988.0,1218,Shows,United States,US,167600.0,2700000.0,2000000.0,32200000.0,88.2,14.7,328239523.0,270663028.0,2014.0,17100000.0,1433800.0
Like Nastya Show,42400000,19547696190.0,618,Entertainment,United States,US,13300.0,212800.0,159600.0,2600000.0,88.2,14.7,328239523.0,270663028.0,2017.0,1379800.0,113050.0
Rihanna,41900000,22477745835.0,84,Entertainment,Barbados,BB,45700.0,731700.0,548800.0,8800000.0,65.4,10.33,287025.0,89431.0,2005.0,4674400.0,388700.0
Ishtar Music,41400000,17608931161.0,4510,Trailers,India,IN,45200.0,723800.0,542800.0,8700000.0,28.1,5.36,1366417754.0,471031528.0,2005.0,4621400.0,384500.0
Kimberly Loaiza,41300000,5603111948.0,291,People & Blogs,Mexico,MX,34200.0,547000.0,410200.0,6600000.0,40.2,3.42,126014024.0,102626859.0,2016.0,3505100.0,290600.0
Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,39450824833.0,2423,Education,United States,US,24700.0,395100.0,296300.0,4700000.0,88.2,14.7,328239523.0,270663028.0,2011.0,2498150.0,209900.0
Luisito Comunica,40600000,8670473639.0,0,Comedy,Mexico,MX,0.0,0.0,0.0,0.0,40.2,3.42,126014024.0,102626859.0,2010.0,0.0,0.0
shfa2 - ï¿½ï¿½,39700000,23884824160.0,1596,People & Blogs,United Arab Emirates,AE,61900.0,990900.0,743200.0,11900000.0,36.8,2.35,9770529.0,8479744.0,2017.0,6321600.0,526400.0
CarryMinati,39200000,3294013141.0,186,Comedy,India,IN,19700.0,314800.0,236100.0,3800000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,2018050.0,167250.0
XXXTENTACION,39200000,10507474316.0,133,Music,United States,US,14600.0,233400.0,175100.0,2800000.0,88.2,14.7,328239523.0,270663028.0,2015.0,1487550.0,124000.0
Super Simple Songs - Kids Songs,39200000,44900897958.0,744,Education,Canada,CA,140200.0,2200000.0,1700000.0,26900000.0,68.9,5.56,36991981.0,30628482.0,2006.0,14300000.0,1170100.0
Mikecrack,39100000,16118181673.0,1876,Gaming,Spain,ES,66000.0,1100000.0,792300.0,12700000.0,88.9,13.96,47076781.0,37927409.0,2015.0,6746150.0,583000.0
WorkpointOfficial,39000000,36131228583.0,72580,Entertainment,Thailand,TH,32600.0,521800.0,391400.0,6300000.0,49.3,0.75,69625582.0,35294600.0,2012.0,3345700.0,277200.0
GR6 EXPLODE,38900000,25154232306.0,3043,Music,Brazil,BR,408700.0,6500000.0,4900000.0,78500000.0,51.3,12.08,212559417.0,183241641.0,2014.0,41700000.0,3454350.0
TEDx Talks,38600000,7339333120.0,200933,Nonprofits & Activism,United States,US,11400.0,182600.0,136900.0,2200000.0,88.2,14.7,328239523.0,270663028.0,2009.0,1168450.0,97000.0
shfa,38400000,21528116909.0,982,People & Blogs,Saudi Arabia,SA,397.0,6400.0,4800.0,76300.0,68.0,5.93,34268528.0,28807838.0,2018.0,40550.0,3398.5
Goldmines Gaane Sune Ansune,38300000,16718192386.0,3532,Music,India,IN,203700.0,3300000.0,2400000.0,39100000.0,28.1,5.36,1366417754.0,471031528.0,2015.0,20750000.0,1751850.0
One Direction,38200000,13598903820.0,11,Music,United States,US,2.0,25.0,19.0,305.0,88.2,14.7,328239523.0,270663028.0,2016.0,162.0,13.5
TheEllenShow,38200000,22756581750.0,15672,Entertainment,United States,US,5500.0,87200.0,65400.0,1000000.0,88.2,14.7,328239523.0,270663028.0,2006.0,532700.0,46350.0
Sony PAL,38200000,28519339489.0,24089,Shows,India,IN,104000.0,1700000.0,1200000.0,20000000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,10600000.0,902000.0
Daddy Yankee,38000000,22731415608.0,505,Music,United States,US,51400.0,822400.0,616800.0,9900000.0,88.2,14.7,328239523.0,270663028.0,2011.0,5258400.0,436900.0
Vlad vï¿½ï¿½ï,37900000,23510152352.0,515,Entertainment,United States,US,61000.0,976400.0,732300.0,11700000.0,88.2,14.7,328239523.0,270663028.0,2018.0,6216150.0,518700.0
Like Nastya ESP,37600000,18208196857.0,743,Entertainment,United States,US,80300.0,1300000.0,963100.0,15400000.0,88.2,14.7,328239523.0,270663028.0,2017.0,8181550.0,690150.0
ýýýýýýýýýýýý one31,37500000,27262462114.0,117152,Entertainment,Thailand,TH,35200.0,563000.0,422300.0,6800000.0,49.3,0.75,69625582.0,35294600.0,2013.0,3611150.0,299100.0
Jkk Entertainment,37200000,16402066717.0,220,Comedy,India,IN,12500.0,199400.0,149600.0,2400000.0,28.1,5.36,1366417754.0,471031528.0,2017.0,1274800.0,105950.0
ABP NEWS,37000000,13102611515.0,301308,People & Blogs,India,IN,66800.0,1100000.0,801200.0,12800000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,6800600.0,583400.0
Maria Clara & JP,37000000,24188861917.0,744,People & Blogs,Brazil,BR,62900.0,1000000.0,754300.0,12100000.0,51.3,12.08,212559417.0,183241641.0,2015.0,6427150.0,531450.0
Bruno Mars,36700000,19378155425.0,99,Music,United States,US,43800.0,701000.0,525700.0,8400000.0,88.2,14.7,328239523.0,270663028.0,2006.0,4462850.0,372400.0
Maroon 5,36600000,22553923546.0,171,Music,United States,US,38200.0,611300.0,458500.0,7300000.0,88.2,14.7,328239523.0,270663028.0,2006.0,3879250.0,324750.0
Ultra Bollywood,36600000,15653786446.0,9168,Trailers,India,IN,0.0,0.0,0.0,0.0,28.1,5.36,1366417754.0,471031528.0,2009.0,0.0,0.0
YouTube,36300000,3010784935.0,744,News & Politics,United States,US,5300.0,84400.0,63300.0,1000000.0,88.2,14.7,328239523.0,270663028.0,1970.0,531650.0,44850.0
La Granja de Zenï¿½,35700000,27118354077.0,654,Music,Argentina,AR,75500.0,1200000.0,906200.0,14500000.0,90.0,9.79,44938712.0,41339571.0,2013.0,7703100.0,637750.0
Saregama Music,35500000,15657673422.0,7566,Entertainment,India,IN,133400.0,2100000.0,1600000.0,25600000.0,28.1,5.36,1366417754.0,471031528.0,2013.0,13600000.0,1116700.0
IndiaTV,35500000,16105023749.0,273255,News & Politics,India,IN,72700.0,1200000.0,872500.0,14000000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,7436250.0,636350.0
T-Series Bollywood Classics,35400000,22637783517.0,2010,Music,India,IN,82900.0,1300000.0,994400.0,15900000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,8447200.0,691450.0
Markiplier,35200000,20297931219.0,5490,Gaming,United States,US,31800.0,509300.0,382000.0,6100000.0,88.2,14.7,328239523.0,270663028.0,2012.0,3241000.0,270550.0
Ryan's World,35200000,55299840198.0,2453,Entertainment,United States,US,59700.0,954500.0,715800.0,11500000.0,88.2,14.7,328239523.0,270663028.0,2015.0,6107900.0,507100.0
Genevieve's Playhouse - Learning Videos for Kids,34900000,25607397308.0,617,Education,United States,US,83800.0,1300000.0,1000000.0,16100000.0,88.2,14.7,328239523.0,270663028.0,2016.0,8550000.0,691900.0
Geet MP3,34300000,12746535822.0,679,Music,India,IN,25300.0,405400.0,304100.0,4900000.0,28.1,5.36,1366417754.0,471031528.0,2016.0,2602050.0,215350.0
J Balvin,34100000,23005313609.0,141,Music,Colombia,CO,32200.0,514800.0,386100.0,6200000.0,55.3,9.71,50339443.0,40827302.0,2011.0,3293050.0,273500.0
Jess No Limit,34000000,3963007415.0,2284,Entertainment,Indonesia,ID,136800.0,2200000.0,1600000.0,26300000.0,36.3,4.69,270203917.0,151509724.0,2017.0,13950000.0,1168400.0
Jingle Toons,34000000,11351015824.0,240,Film & Animation,India,IN,45000.0,719600.0,539700.0,8600000.0,28.1,5.36,1366417754.0,471031528.0,2013.0,4569850.0,382300.0
VEGETTA777,33800000,15432929204.0,7606,Gaming,Spain,ES,9800.0,156400.0,117300.0,1900000.0,88.9,13.96,47076781.0,37927409.0,2008.0,1008650.0,83100.0
Galinha Pintadinha,33800000,27274550757.0,66,Film & Animation,Brazil,BR,100900.0,1600000.0,1200000.0,19400000.0,51.3,12.08,212559417.0,183241641.0,2006.0,10300000.0,850450.0
SSSniperWolf,33700000,23492684419.0,3366,Gaming,United States,US,52700.0,843800.0,632900.0,10100000.0,88.2,14.7,328239523.0,270663028.0,2013.0,5366450.0,448250.0
Selena Gomez,33600000,13013567335.0,188,Film & Animation,United States,US,28900.0,463200.0,347400.0,5600000.0,88.2,14.7,328239523.0,270663028.0,2008.0,2973700.0,246050.0
Rajshri,33500000,14864294792.0,3741,Music,India,IN,68100.0,1100000.0,816800.0,13100000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,6958400.0,584050.0
Ch3Thailand,33500000,29611914495.0,96214,Entertainment,Thailand,TH,0.0,0.0,0.0,0.0,49.3,0.75,69625582.0,35294600.0,2014.0,0.0,0.0
KHANDESHI MOVIES,33500000,11405809704.0,217,Comedy,India,IN,6200.0,98900.0,74200.0,1200000.0,28.1,5.36,1366417754.0,471031528.0,2013.0,637100.0,52550.0
NoCopyrightSounds,33400000,10530729078.0,1331,Music,United Kingdom,GB,13900.0,222600.0,167000.0,2700000.0,60.0,3.85,66834405.0,55908316.0,2011.0,1433500.0,118250.0
CVS 3D Rhymes & Kids Songs,33400000,20269857567.0,338,Education,India,IN,34000.0,544300.0,408300.0,6500000.0,28.1,5.36,1366417754.0,471031528.0,2008.0,3454150.0,289150.0
Ricis Official,33300000,5994136760.0,2736,People & Blogs,Indonesia,ID,39300.0,628400.0,471300.0,7500000.0,36.3,4.69,270203917.0,151509724.0,2016.0,3985650.0,333850.0
BabyBus - Kids Songs and Cartoons,32800000,26355088167.0,2122,Education,United States,US,31900.0,510000.0,382500.0,6100000.0,88.2,14.7,328239523.0,270663028.0,2016.0,3241250.0,270950.0
Eros Now Music,32700000,17853798780.0,1521,Entertainment,India,IN,5100.0,81100.0,60800.0,972600.0,28.1,5.36,1366417754.0,471031528.0,2012.0,516700.0,43100.0
BETER Bï¿½ï¿½,32700000,19180039918.0,2738,Gaming,Turkey,TR,365900.0,5900000.0,4400000.0,70200000.0,23.9,13.49,83429615.0,63097818.0,2012.0,37300000.0,3132950.0
DisneyMusicVEVO,32700000,28516250629.0,2068,Music,United States,US,82500.0,1300000.0,989600.0,15800000.0,88.2,14.7,328239523.0,270663028.0,2010.0,8394800.0,691250.0
The Weeknd,32600000,23379969006.0,169,Music,Canada,CA,93500.0,1500000.0,1100000.0,17900000.0,68.9,5.56,36991981.0,30628482.0,2011.0,9500000.0,796750.0
KAROL G,32100000,18699145555.0,134,Music,Colombia,CO,116400.0,1900000.0,1400000.0,22400000.0,55.3,9.71,50339443.0,40827302.0,2013.0,11900000.0,1008200.0
Mr Bean,32100000,10602236110.0,3091,Shows,United Kingdom,GB,14100.0,226100.0,169600.0,2700000.0,60.0,3.85,66834405.0,55908316.0,2006.0,1434800.0,120100.0
rezendeevil,32100000,13061739758.0,11882,Gaming,Brazil,BR,11100.0,178000.0,133500.0,2100000.0,51.3,12.08,212559417.0,183241641.0,2012.0,1116750.0,94550.0
StarPlus,32000000,26800674545.0,44892,Entertainment,India,IN,416800.0,6700000.0,5000000.0,80000000.0,28.1,5.36,1366417754.0,471031528.0,2006.0,42500000.0,3558400.0
GMA  Network,31900000,19428308461.0,93311,Entertainment,Philippines,PH,199600.0,3200000.0,2400000.0,38300000.0,35.5,2.15,108116615.0,50975903.0,2006.0,20350000.0,1699800.0
GENIAL,31800000,6762424690.0,6734,Howto & Style,Mexico,MX,7900.0,125800.0,94400.0,1500000.0,40.2,3.42,126014024.0,102626859.0,2017.0,797200.0,66850.0
MR. INDIAN HACKER,31700000,5711208484.0,929,Science & Technology,India,IN,27300.0,436500.0,327400.0,5200000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,2763700.0,231900.0
Worldwide Records Bhojpuri,31700000,16476978876.0,6518,Music,India,IN,28200.0,450600.0,337900.0,5400000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,2868950.0,239400.0
DONA ï¿½ï¿½,31700000,21031745531.0,166,Entertainment,United States,US,38300.0,613100.0,459800.0,7400000.0,88.2,14.7,328239523.0,270663028.0,2018.0,3929900.0,325700.0
Dream,31700000,2930015381.0,116,Gaming,United States,US,6800.0,108100.0,81100.0,1300000.0,88.2,14.7,328239523.0,270663028.0,2014.0,690550.0,57450.0
Lucas and Marcus,31600000,11615848291.0,1321,Entertainment,United States,US,78000.0,1200000.0,936300.0,15000000.0,88.2,14.7,328239523.0,270663028.0,2011.0,7968150.0,639000.0
JustinBieberVEVO,31600000,26583873105.0,204,Music,United States,US,26300.0,420500.0,315400.0,5000000.0,88.2,14.7,328239523.0,270663028.0,2009.0,2657700.0,223400.0
Peppa Pig - Official Channel,31400000,22919271731.0,3589,Film & Animation,United Kingdom,GB,61200.0,979700.0,734800.0,11800000.0,60.0,3.85,66834405.0,55908316.0,2013.0,6267400.0,520450.0
YOLO AVENTURAS,31200000,9673649438.0,65,People & Blogs,Venezuela,VE,0.9,14.0,11.0,172.0,79.3,8.8,28515829.0,25162368.0,2018.0,91.5,7.45
The Tonight Show Starring Jimmy Fallon,31200000,17111726160.0,8976,Comedy,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2006.0,0.0,0.0
TheDonato,31200000,6187804950.0,3027,Entertainment,Argentina,AR,47700.0,762700.0,572000.0,9200000.0,90.0,9.79,44938712.0,41339571.0,2015.0,4886000.0,405200.0
ImagineDragons,30700000,16793072362.0,92,Music,United States,US,47200.0,755300.0,566500.0,9100000.0,88.2,14.7,328239523.0,270663028.0,2009.0,4833250.0,401250.0
Diana and Roma ESP,30700000,12355992466.0,578,Entertainment,United States,US,25700.0,412000.0,309000.0,4900000.0,88.2,14.7,328239523.0,270663028.0,2016.0,2604500.0,218850.0
Round2hell,30700000,3145161634.0,67,Comedy,India,IN,8000.0,127300.0,95500.0,1500000.0,28.1,5.36,1366417754.0,471031528.0,2016.0,797750.0,67650.0
Zee News,30500000,16709857823.0,180092,News & Politics,India,IN,115400.0,1800000.0,1400000.0,22200000.0,28.1,5.36,1366417754.0,471031528.0,2007.0,11800000.0,957700.0
AboFlah,30500000,4521573939.0,641,Gaming,Kuwait,KW,39500.0,631600.0,473700.0,7600000.0,54.4,2.18,4207083.0,4207083.0,2016.0,4036850.0,335550.0
AH,30400000,4332274962.0,2197,Entertainment,Indonesia,ID,5400.0,85800.0,64300.0,1000000.0,36.3,4.69,270203917.0,151509724.0,2014.0,532150.0,45600.0
Trap Nation,30400000,14037426379.0,2725,Music,United States,US,11500.0,183300.0,137500.0,2200000.0,88.2,14.7,328239523.0,270663028.0,2012.0,1168750.0,97400.0
ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915.0,532,Entertainment,United States,US,30700.0,491700.0,368800.0,5900000.0,88.2,14.7,328239523.0,270663028.0,2018.0,3134400.0,261200.0
Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,223,Entertainment,United States,US,5700.0,90900.0,68200.0,1100000.0,88.2,14.7,328239523.0,270663028.0,2012.0,584100.0,48300.0
Adele,30200000,14199108016.0,15,Music,United Kingdom,GB,34300.0,548400.0,411300.0,6600000.0,60.0,3.85,66834405.0,55908316.0,2008.0,3505650.0,291350.0
Talking Tom,30200000,15199330166.0,2,Comedy,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2008.0,0.0,0.0
ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537.0,3254,Entertainment,Jordan,JO,29100.0,465700.0,349300.0,5600000.0,34.4,14.72,10101694.0,9213048.0,2008.0,2974650.0,247400.0
Spinnin' Records,30100000,19607009165.0,11501,Music,Netherlands,NL,25000.0,400200.0,300100.0,4800000.0,85.0,3.2,17332850.0,15924729.0,2007.0,2550050.0,212600.0
Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,1349,Education,United States,US,26900.0,430100.0,322600.0,5200000.0,88.2,14.7,328239523.0,270663028.0,2015.0,2761300.0,228500.0
Shawn Mendes,30000000,12831200855.0,133,Music,Canada,CA,22200.0,355000.0,266200.0,4300000.0,68.9,5.56,36991981.0,30628482.0,2011.0,2283100.0,188600.0
ashish chanchlani vines,29800000,4457913639.0,151,Comedy,India,IN,6500.0,104700.0,78500.0,1300000.0,28.1,5.36,1366417754.0,471031528.0,2009.0,689250.0,55600.0
Ultra Records,29600000,17208027242.0,4903,Music,United States,US,20500.0,327500.0,245700.0,3900000.0,88.2,14.7,328239523.0,270663028.0,2006.0,2072850.0,174000.0
Maluma,29300000,21226945136.0,14,Music,Argentina,AR,0.0,0.06,0.05,0.72,90.0,9.79,44938712.0,41339571.0,2015.0,0.385,0.03
